house_id,price
1126650,56910.303748411534
1346856,414760.3462317387
1178752,112210.13496018731
1955444,162385.6497510657
1946823,254143.6059448256
1956249,406697.0867832451
1361116,332965.3302045326
1953547,178159.8473498397
1387353,37006.22438434529
1444191,407774.2892347834
1681415,254408.76617114726
1785835,374312.2286800443
1341484,76926.30302979829
1219378,379444.82660841686
1713767,64125.735363516316
1020316,94421.88683148351
1699778,229442.68840434824
1376556,112635.04196972329
1928980,384996.458597824
1321240,134270.26724802045
1584304,148841.019673812
1964668,95028.97511898684
1539402,399605.27817818965
1169447,158961.4250771781
1685799,366535.5922619209
1946819,342306.73226688756
1142073,403096.84914061043
1168921,395704.432866054
1693370,195300.02496435237
1755830,147404.31311986185
1367533,379226.5215572844
1618993,395500.4506190453
1915967,244478.35837565907
1631130,294324.4928762174
1988509,85940.22684766713
1388944,83457.54035754685
1771003,283350.3866909611
1187863,235659.9669491767
1257275,346737.55986667366
1474884,383511.92517797987
1696653,71859.10800854984
1478107,198148.3838661048
1526803,385815.34546224645
1314648,76857.98505056053
1638350,346599.9522174936
1320114,54304.96593894658
1592594,390811.9409578552
1894657,121188.27316988398
1576880,230169.17477408968
1354547,193113.72121592192
1753927,51446.50916088157
1803775,276492.17763186625
1301923,123090.86896005794
1712718,142695.3123453278
1782816,339876.56274803693
1733312,305100.78512368526
1762141,208762.98594894918
1238711,223737.81610593997
1818778,86572.03117632549
1762071,404562.8348285196
1187695,256002.93796190975
1892672,116125.30307644661
1122156,281268.52469493344
1986255,346927.89563954447
1896276,365824.06222201476
1758223,239461.90529241815
1752010,181628.6456525146
1651404,353313.3708232095
